StateCode,MSN,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
VT,NUETB,0,0,0,0,0,0,0,0,0,0,0,0,1828,17422,27708,39220,36013,38097,35456,37521,32497,39362,46222,31298,36170,31860,21776,36927,43615,38171,38267,43072,39105,35421,45106,40541,39899,44776,35226,42418,47432,43559,41378,46317,40231,42491,53287,49337,51163,56067,49986,51351,52283,50639
VT,PAPRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT,REPRB,17339,15369,15682,13995,13500,14396,15557,15167,15086,16109,14717,14594,15955,17149,16134,16361,19325,19373,20504,22340,22881,24825,22667,26554,26036,26890,23871,23132,21704,20018,19483,17309,16014,18237,19068,19166,21866,19949,20289,20800,21389,17341,22714,24054,22041,24328,27602,18663,27049,31604,30159,29327,25699,33552
VT,ROPRB,17339,15369,15682,13995,13500,14396,15557,15167,15086,16109,14717,14594,15955,17149,16134,16361,19325,19373,20504,22340,22881,24825,22667,26554,26036,26890,23871,23132,21704,20018,19483,17309,16014,18237,19068,19166,21866,19949,20289,20800,21389,17341,22714,24054,22041,24328,27602,18663,27049,31604,30159,29327,25699,33552
VT,TEPRB,17339,15369,15682,13995,13500,14396,15557,15167,15086,16109,14717,14594,17783,34570,43842,55580,55339,57470,55961,59861,55378,64187,68888,57852,62206,58749,45647,60059,65319,58189,57751,60381,55119,53658,64174,59708,61765,64725,55515,63217,68820,60900,64092,70371,62272,66818,80889,68000,78212,87671,80145,80677,77982,84191
VT,TETCB,68590,71983,74826,74629,72087,83116,90955,94564,100500,106593,113230,116978,123928,126445,116848,114372,131810,129353,134507,131796,125817,120688,115159,123305,132839,134543,128275,137525,144633,142534,126148,132586,138311,136405,136023,133262,140059,144856,136338,134609,147512,147811,148430,151054,161123,159677,156564,154926,146557,153599,149480,146664,126514,133624
WA,CLPRB,3714,3111,3828,3095,1108,896,961,961,2899,945,603,18471,42903,52974,63391,60637,66566,81923,76270,82166,83268,75087,67457,63034,62726,71896,74536,72074,84209,81690,81056,82320,83184,74933,77210,78433,72089,71253,72809,63997,66520,72134,91335,97712,89958,82685,40268,0,0,0,0,0,0,0
WA,EMFDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,293,551,658,706,746,815,818,771,646,755,672,731,698,599,217,336,342,268,266,232,238,191,96,61,0,0,0,0,0,0,0,0
WA,NGMPB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WA,NUETB,0,0,0,0,0,0,11497,23287,44091,40475,28693,27667,31500,48321,43409,36432,26568,46468,45301,39301,22269,22523,40206,38098,57614,85377,89276,57728,63616,64745,60762,44346,59605,74946,70444,72938,58691,65526,72556,63598,89744,86159,94484,79360,93660,86016,97341,85051,96886,69385,96588,50293,97808,88408
WA,PAPRB,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WA,REPRB,428129,455762,476680,514264,557343,581530,617245,678045,736245,772827,796121,817275,854559,783243,926539,935362,1051188,773465,1002202,900631,951633,1074488,1008273,1005126,982001,917722,943292,850801,835492,855595,1004350,1007488,803154,791632,774003,942025,1109150,1158996,902003,1081830,908876,659078,887919,829215,817655,807753,928284,883197,879308,832137,811376,1050995,1011294,914853
WA,ROPRB,428129,455762,476680,514264,557343,581530,617245,678045,736245,772827,796121,817275,854559,783243,926539,935362,1051188,773465,1002202,900631,951633,1074400,1007980,1004575,981343,917017,942547,849986,834675,854824,1003705,1006733,802482,790902,773305,941427,1108932,1158660,901661,1081562,908610,658846,887681,829024,817559,807691,928284,883197,879308,832137,811376,1050995,1011294,914853
WA,TEPRB,431849,458873,480508,517358,558451,582426,629703,702293,783235,814247,825416,863413,928962,884538,1033339,1032431,1144321,901856,1123772,1022098,1057170,1172097,1115936,1106258,1102341,1074995,1107104,980603,983317,1002030,1146169,1134154,945942,941511,921657,1093397,1239930,1295775,1047369,1209424,1065140,817372,1073738,1006288,1001273,976454,1065892,968248,976195,901522,907964,1101288,1109102,1003261
WA,TETCB,807326,823406,860093,900653,961491,996505,1059018,1112766,1210240,1296170,1294162,1320996,1462424,1498574,1494258,1458192,1506985,1524594,1616281,1667855,1636887,1762351,1667946,1625025,1724834,1724866,1758740,1810665,1947937,2013245,2046537,2037223,2072400,2070975,2061566,2110314,2094444,2123533,2195145,2280746,2211507,1991781,1846924,1858905,1919511,1949180,2056148,2049745,2042724,2035901,2034490,2066606,2043239,2039251
WI,CLPRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WI,EMFDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583,581,578,576,576,575,574,2989,10963,15136,24175,29429,39471,61820,63493,71616,70496,66736,65596
WI,NGMPB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WI,NUETB,0,0,0,0,0,0,0,0,0,0,1725,37596,35547,64894,92144,113356,118450,117864,128208,113175,108111,107201,113696,101404,116513,116623,118477,118109,121546,114802,118793,115234,117350,120424,120370,115258,106305,41093,98586,120120,120059,120168,129991,127310,123966,103535,127657,135416,127039,132653,138812,120962,149845,121994
WI,PAPRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WI,REPRB,64968,60619,61695,55114,54980,61690,60892,61003,65830,62804,58313,61793,65646,67818,65621,66067,69570,74518,90777,92876,187312,196641,195431,217656,215468,217765,161718,152842,157160,123660,102568,108262,108923,104604,106760,111563,123866,123197,108162,114220,113334,121859,101559,115473,108760,144896,144650,148538,176566,170874,190632,191372,183567,188188
WI,ROPRB,64968,60619,61695,55114,54980,61690,60892,61003,65830,62804,58313,61793,65646,67818,65621,66067,69570,74518,90777,92876,187312,196641,195431,217656,215468,217765,161718,152842,157160,123660,102568,108262,108923,104604,106760,110980,123285,122619,107586,113644,112759,121285,98571,104510,93623,120721,115220,109068,114746,107381,119016,120875,116832,122592
WI,TEPRB,64968,60619,61695,55114,54980,61690,60892,61003,65830,62804,60038,99388,101193,132712,157765,179422,188020,192382,218985,206051,295424,303842,309127,319059,331981,334387,280195,270951,278706,238461,221360,223497,226273,225028,227131,226820,230170,164290,206748,234340,233393,242028,231550,242783,232726,248432,272306,283955,303605,303527,329444,312333,333413,310182
WI,TETCB,854705,877371,918240,940426,975114,1030827,1092310,1137128,1184187,1248434,1289105,1293256,1287765,1354604,1341794,1342083,1373216,1438214,1501958,1469270,1464225,1421461,1404630,1420068,1487799,1501314,1425710,1404219,1510291,1516718,1484770,1526120,1523747,1586863,1635496,1698134,1762599,1769121,1748913,1841273,1873964,1850705,1891874,1865612,1890212,1972768,1877437,1902887,1895887,1766350,1788661,1773804,1719775,1804018
WV,CLPRB,2971458,2821061,2953044,3305985,3532592,3730403,3741366,3842089,3645105,3535711,3652113,2991677,3128328,2972141,2605821,2769249,2768788,2422787,2148688,2891197,3112014,2934294,3344594,3003769,3413581,3339898,3391600,3561008,3802175,3996483,4450036,4391171,4250361,3382972,4203423,4217195,4392067,4464061,4413049,4021540,4015521,4085483,3805093,3524504,3724793,3848482,3802035,3855269,3870325,3379357,3346117,3321102,3059090,2874653
WV,EMFDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WV,NGMPB,229602,231581,231737,231214,224229,228127,232740,232575,260633,254901,266661,258690,236442,229989,223676,174574,172661,172139,165843,167745,177452,183825,170144,147369,165753,170759,159846,186559,205121,207716,206250,229586,209477,199903,212940,209421,191130,194898,202451,197171,298105,222938,218897,212634,222612,249956,265768,262574,277046,300896,300888,442376,602258,797277
WV,NUETB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WV,PAPRB,13340,16008,20126,19430,19546,20474,21309,20654,19210,18003,18119,17220,15527,13833,15457,14378,14610,14604,13816,13955,13549,20143,18717,21042,20439,20619,18241,16443,15202,13009,12429,11385,11994,11878,11124,11298,9744,8752,8532,8532,8120,7111,8445,8590,10063,9837,10011,11554,12331,8706,10684,12447,14923,43871
WV,REPRB,23464,23666,23755,21029,21666,20560,20101,22471,21573,21430,21152,22281,24771,24229,23779,22798,24758,24320,27252,33875,23421,22022,25803,23389,25619,25050,31416,28499,29016,25599,18512,16400,18471,18460,18699,19454,22038,17584,16213,14810,17381,14727,15140,19812,19233,28336,28275,26014,29259,45063,42037,44268,43943,53726
WV,ROPRB,23464,23666,23755,21029,21666,20560,20101,22471,21573,21430,21152,22281,24771,24229,23779,22798,24758,24320,27252,33875,23421,22022,25803,23389,25619,25050,31416,28499,29016,25599,18512,16400,18471,18460,18699,19454,22038,17584,16213,14810,17381,14727,15140,19812,19233,28336,28275,26014,29259,45063,42037,44268,43943,53726
WV,TEPRB,3237864,3092315,3228661,3577658,3798034,3999564,4015516,4117789,3946521,3830045,3958045,3289868,3405069,3240192,2868733,2980999,2980817,2633851,2355598,3106772,3326436,3160284,3559258,3195570,3625392,3556325,3601104,3792509,4051513,4242808,4687227,4648542,4490303,3613213,4446187,4457368,4614979,4685295,4640245,4242053,4339128,4330258,4047575,3765539,3976702,4136611,4106088,4155411,4188961,3734022,3699726,3820193,3720214,3769527
WV,TETCB,618085,648779,656413,689768,729171,754149,771733,739871,807507,796709,795817,779620,829078,845892,841869,790485,826810,819881,807866,824027,788491,769966,713424,681890,717856,665504,668439,681406,726684,748661,704527,674209,687631,711222,737383,739250,711466,709533,736808,718736,738464,732696,757220,713386,736520,737604,760773,790052,776601,702999,735021,720755,716036,737800
WY,CLPRB,35173,43949,44644,54288,53889,56652,63777,62352,66540,79973,125503,139927,189905,275588,386138,434560,562876,829722,1040681,1273792,1689894,1805421,1883980,1951950,2262190,2430658,2363205,2536336,2850214,2972702,3194482,3356524,3301795,3633351,4093410,4551803,4817051,4886100,5450488,5837971,5892281,6407633,6486135,6551331,6908962,7019843,7739988,7847634,8087435,7459876,7658286,7591675,6973727,6760447
WY,EMFDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,345,147,270,330,316,391,440,616,740,687,657,658,700,868,893,935,1381,1523,1596
WY,NGMPB,198149,212402,223664,228099,254086,257327,265545,261937,271110,331158,369348,413351,414919,394438,352221,320169,339419,338023,352491,416118,461426,464653,462150,508257,598190,497605,469951,571511,588312,753468,858078,878303,945021,720973,791262,776649,782621,864585,1034061,1099853,1236233,1543692,1632473,1719757,1777566,1816933,1995664,2236966,2469391,2544094,2521291,2384399,2248737,2055216
WY,NUETB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WY,PAPRB,776678,823235,787913,837561,804762,802221,779926,790610,836650,898681,930001,859061,812064,823101,811983,788469,778064,791538,796833,764962,732900,757265,686140,686157,720760,745381,703755,668549,661113,624747,602365,579582,561498,508469,461262,457527,425517,407021,375736,354531,352211,333111,317846,307226,301252,300254,307243,313867,307655,298886,308073,316964,335455,367059
WY,REPRB,8174,8273,11746,10641,10613,10793,11106,9641,11560,12992,12129,15331,13492,14024,16196,13226,12547,9937,12774,13906,14250,12117,12241,15778,17197,14997,16232,11117,11398,10449,9451,10494,8786,10208,11936,10703,14832,16423,15921,14339,15235,14909,12630,12064,14434,19106,19351,18323,21703,34009,44426,59986,53425,52870
WY,ROPRB,8174,8273,11746,10641,10613,10793,11106,9641,11560,12992,12129,15331,13492,14024,16196,13226,12547,9937,12774,13906,14250,12117,12241,15778,17197,14997,16232,11117,11398,10449,9451,10494,8786,10208,11592,10358,14684,16153,15592,14023,14845,14469,12014,11324,13747,18449,18693,17623,20835,33116,43491,58605,51902,51274
WY,TEPRB,1018174,1087858,1067967,1130588,1123349,1126993,1120354,1124539,1185859,1322803,1436981,1427671,1430380,1507152,1566537,1556424,1692906,1969220,2202779,2468777,2898469,3039457,3044510,3162143,3598337,3688642,3553143,3787513,4111037,4361366,4664376,4824903,4817100,4873001,5357870,5796682,6040021,6174129,6876206,7306693,7495961,8299346,8449084,8590378,9002214,9156137,10062248,10416790,10886184,10336863,10532075,10353024,9611343,9235591
WY,TETCB,141497,154611,173552,163282,163541,172875,180482,205177,225624,250586,255524,268505,286934,283570,278940,277424,300367,325349,354867,378435,362377,352900,363542,329336,351430,357376,336066,363928,370800,382201,399431,388374,421659,407275,408384,403434,415406,414998,421126,425420,428109,438493,438826,461379,450771,456104,480440,523726,538525,520709,536217,551343,544705,535481
